,model_a,model_b,sum,diff,total,accA,accB,"corr(A,B)",std_signtest,std(E(A-B)),E(std(A-B)),std(A-B),pvalue,benchmark_id
74,Mistral-7B-v0.1,Qwen1.5-0.5B,955.0,859.0,3610.0,0.2922437673130194,0.054293628808864264,0.24385396876836868,0.008560408388012435,0.007589223075538671,0.0,0.007589223075538672,1.842911956973734e-206,nq
75,Mistral-7B-v0.1,Qwen1.5-1.8B,847.0,691.0,3610.0,0.2922437673130194,0.10083102493074793,0.36334832752028845,0.008061846100196814,0.007405680249258355,0.0,0.007405680249258355,1.2788452887859557e-143,nq
76,Mistral-7B-v0.1,Qwen1.5-110B,692.0,-448.0,3610.0,0.2922437673130194,0.41634349030470913,0.6100810997034449,0.007286950935161167,0.0069880984983137434,0.0,0.0069880984983137434,4.57862560349257e-70,nq
77,Mistral-7B-v0.1,Qwen1.5-14B,618.0,204.0,3610.0,0.2922437673130194,0.23573407202216065,0.5672471369777744,0.006886317393161249,0.006821787445642071,0.0,0.00682178744564207,1.7055518224649088e-16,nq
78,Mistral-7B-v0.1,Qwen1.5-32B,582.0,-52.0,3610.0,0.2922437673130194,0.30664819944598337,0.6161976507934546,0.006682735779398792,0.006678434074673291,0.0,0.00667843407467329,0.034423936594417684,nq
79,Mistral-7B-v0.1,Qwen1.5-4B,719.0,485.0,3610.0,0.2922437673130194,0.15789473684210525,0.47842761211255247,0.007427749405978905,0.007083188185416329,0.0,0.007083188185416329,1.7872791030724962e-79,nq
80,Mistral-7B-v0.1,Qwen1.5-72B,671.0,-241.0,3610.0,0.2922437673130194,0.3590027700831025,0.5856520625054117,0.00717553121716821,0.007088983527900505,0.0,0.007088983527900506,7.42471205016578e-21,nq
81,Mistral-7B-v0.1,Qwen1.5-7B,659.0,365.0,3610.0,0.2922437673130194,0.19113573407202217,0.5287760140301648,0.007111079032129327,0.006909097981792057,0.0,0.006909097981792056,3.4971283169217904e-48,nq
82,Mistral-7B-v0.1,dbrx-base,1012.0,-708.0,3610.0,0.2922437673130194,0.4883656509695291,0.4725033253912579,0.008812173806419318,0.008185329365447962,0.0,0.008185329365447962,1.666279273653969e-120,nq
83,Mistral-7B-v0.1,deepseek-llm-67b-base,623.0,-305.0,3610.0,0.2922437673130194,0.3767313019390582,0.6266603256037362,0.006914118545345533,0.006769616694307612,0.0,0.006769616694307612,1.5262266214955816e-35,nq
84,Mistral-7B-v0.1,deepseek-llm-7b-base,608.0,258.0,3610.0,0.2922437673130194,0.22077562326869807,0.5713632685742659,0.006830375626558423,0.006726006026522701,0.0,0.006726006026522701,3.410028975666651e-26,nq
85,Mistral-7B-v0.1,deepseek-moe-16b-base,535.0,89.0,3610.0,0.2922437673130194,0.267590027700831,0.6338367161578489,0.006407220779069462,0.006394068388422275,0.0,0.006394068388422275,0.00013749252415302623,nq
86,Mistral-7B-v0.1,falcon-40b,512.0,-146.0,3610.0,0.2922437673130194,0.33268698060941826,0.673513087500311,0.0062679825479139955,0.006231734558554673,0.0,0.006231734558554673,1.109656746907766e-10,nq
87,Mistral-7B-v0.1,falcon-7b,591.0,239.0,3610.0,0.2922437673130194,0.2260387811634349,0.5847150195256431,0.006734208188999014,0.006643448257885402,0.0,0.006643448257885402,3.104925400787755e-23,nq
88,Mistral-7B-v0.1,gemma-2b,764.0,534.0,3610.0,0.2922437673130194,0.1443213296398892,0.4397930342424768,0.007656662028302079,0.0072500511310320355,0.0,0.0072500511310320355,3.634105771627847e-91,nq
89,Mistral-7B-v0.1,gemma-7b,555.0,161.0,3610.0,0.2922437673130194,0.2476454293628809,0.6148559758816559,0.006525883096614818,0.00648353124518785,0.0,0.006483531245187851,7.97032384883119e-12,nq
90,Mistral-7B-v0.1,llama2_07B,640.0,250.0,3610.0,0.2922437673130194,0.22299168975069253,0.548347118098898,0.007007817529459013,0.006912381366298183,0.0,0.006912381366298183,2.0064841492933806e-23,nq
91,Mistral-7B-v0.1,llama2_13B,618.0,80.0,3610.0,0.2922437673130194,0.27008310249307477,0.5776160979455821,0.006886317393161249,0.006876432928863275,0.0,0.0068764329288632745,0.001463790963369521,nq
92,Mistral-7B-v0.1,llama2_70B,677.0,-147.0,3610.0,0.2922437673130194,0.3329639889196676,0.5670161637155243,0.007207541180752182,0.007175606754602701,0.0,0.007175606754602701,1.774566355167103e-08,nq
93,Mistral-7B-v0.1,llama_07B,552.0,242.0,3610.0,0.2922437673130194,0.225207756232687,0.6130031844625016,0.006508221675607053,0.006411873518366358,0.0,0.006411873518366358,1.7839841456719487e-25,nq
94,Mistral-7B-v0.1,llama_13B,588.0,22.0,3610.0,0.2922437673130194,0.28614958448753464,0.603899828709395,0.006717094544588444,0.006716328706331381,0.0,0.006716328706331381,0.386493217588611,nq
95,Mistral-7B-v0.1,llama_33B,561.0,-203.0,3610.0,0.2922437673130194,0.34847645429362883,0.6498238393673392,0.006561063314308594,0.0064939679440108086,0.0,0.0064939679440108086,6.4728438132009825e-18,nq
96,Mistral-7B-v0.1,llama_65B,629.0,-323.0,3610.0,0.2922437673130194,0.3817174515235457,0.6259865777688676,0.0069473330769996965,0.006785855563501236,0.0,0.0067858555635012365,1.744627354267233e-39,nq
97,Mistral-7B-v0.1,mpt-30b,575.0,111.0,3610.0,0.2922437673130194,0.2614958448753463,0.6044735878510502,0.006642425932566093,0.006622682914910363,0.0,0.006622682914910361,4.208267339326473e-06,nq
98,Mistral-7B-v0.1,pythia-1.4b-deduped-v0,1025.0,971.0,3610.0,0.2922437673130194,0.02326869806094183,0.1311112065102181,0.008868593126638295,0.00765578611096448,0.0,0.00765578611096448,7.239601878755202e-256,nq
99,Mistral-7B-v0.1,pythia-12b-deduped-v0,852.0,680.0,3610.0,0.2922437673130194,0.1038781163434903,0.3581590833517904,0.008085606381898296,0.007453075028942473,0.0,0.007453075028942473,3.8001777468623554e-137,nq
100,Mistral-7B-v0.1,pythia-1b-deduped,1009.0,921.0,3610.0,0.2922437673130194,0.0371191135734072,0.1637921559653001,0.008799102589622488,0.007706758484753839,0.0,0.007706758484753838,8.230765948289207e-227,nq
101,Mistral-7B-v0.1,pythia-2.8b-deduped,927.0,821.0,3610.0,0.2922437673130194,0.06481994459833795,0.2785944453114766,0.008433981910048936,0.007536891878381468,0.0,0.007536891878381468,1.7357839891565714e-192,nq
102,Mistral-7B-v0.1,pythia-6.9b-deduped-v0,888.0,736.0,3610.0,0.2922437673130194,0.08836565096952909,0.3214129394097797,0.008254661731718195,0.00752497399113156,0.0,0.00752497399113156,2.499121415225865e-156,nq
103,Mistral-7B-v0.1,stablelm-3b-4e1t,680.0,420.0,3610.0,0.2922437673130194,0.17590027700831026,0.5110040687409028,0.007223492969753628,0.006959117721032826,0.0,0.006959117721032826,2.5163971367492217e-62,nq
104,Mistral-7B-v0.1,stablelm-base-alpha-7b-v2,706.0,448.0,3610.0,0.2922437673130194,0.16814404432132965,0.48956920331675596,0.00736029377040799,0.007064544647561884,0.0,0.007064544647561886,1.8362752923528202e-68,nq
105,Mixtral-8x22B-v0.1,Meta-Llama-3-70B,472.0,-36.0,3610.0,0.4218836565096953,0.43185595567867036,0.7329672894601014,0.006018160936953029,0.006015871797727396,0.0,0.006015871797727396,0.10707959213902728,nq
106,Mixtral-8x22B-v0.1,Meta-Llama-3-8B,724.0,444.0,3610.0,0.4218836565096953,0.29889196675900276,0.5927804946705761,0.007453531328018677,0.007166926594214632,0.0,0.007166926594214632,2.8553874870162998e-65,nq
107,Mixtral-8x22B-v0.1,Mistral-7B-v0.1,690.0,468.0,3610.0,0.4218836565096953,0.2922437673130194,0.6153170365379138,0.007276413039647478,0.0069491471646593445,0.0,0.006949147164659345,3.037111157873845e-77,nq
108,Mixtral-8x22B-v0.1,Mixtral-8x7B-v0.1,486.0,190.0,3610.0,0.4218836565096953,0.36925207756232686,0.7236504564951771,0.006106761131592411,0.006043607819742778,0.0,0.006043607819742778,3.751335465123708e-18,nq
